Results Summary — Original Prompt — Name Only;;;;;;;;;;;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_37_12;Yes;2,119;292,93;959,808;1295,518;1038,641;218,356;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_42_48;Yes;4,305;290,347;970,346;1295,02;1038,054;220,753;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_44_14;Yes;78,1;204,793;734,896;1278,232;1018,59;167,189;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
novita / MiniMaxAI MiniMax-M3;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_05_43;Yes;160,559;126,174;746,484;1259,473;1000,705;169,825;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_07_44;Yes;4,471;289,656;966,654;1294,983;1037,897;219,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_09_29;Yes;4,299;289,918;968,912;1295,022;1037,956;220,427;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_23_07;Yes;-;-;-;-;-;-;No;No;No;No circle detected
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_30_27;Yes;4,428;289,973;971,045;1294,992;1037,969;220,912;Yes;Yes;Yes;
;;;;;;;;;;;
novita / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_01_21;Yes;4,436;290,402;976,502;1294,991;1038,067;222,154;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_02_55;Yes;-94,7;413,041;3264,559;1317,544;1065,967;742,686;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_04_20;Yes;272,081;-89,851;1425,387;1234,101;951,559;324,275;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_05_57;Yes;-3301,787;6841,03;2671,248;2047,155;2528,332;607,708;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_08_41;Yes;4,435;290,392;972,47;1294,991;1038,064;221,237;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_10_34;Yes;4,41;290,393;971,337;1294,997;1038,064;220,979;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_14_49;Yes;-3,443;272,131;791,13;1296,783;1033,91;179,982;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_16_51;Yes;-121,87;2127,182;1648,315;1323,725;1455,933;374,991;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_19_30;Yes;4,435;290,4;972,48;1294,991;1038,066;221,239;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/name_only/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_21_26;Yes;-121,87;2127,182;1648,315;1323,725;1455,933;374,991;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
;;;;;;;;;;;
;;;;;;;;;;;
Detailed Results — New Prompt 1 — Full Specs;;;;;;;;;;;
auto / google gemma-4-31B-it;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_18_36;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_18_58;Yes;4133,986;4238,844;134,024;355,519;1936,336;30,49;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_19_21;Yes;4,428;289,972;971,05;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_19_45;Yes;4,301;289,966;968,948;1295,021;1037,967;220,435;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260707_12_20_15;Yes;85,059;-1789,189;2347,266;1276,649;564,96;534,002;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_06_04;Yes;45,789;4238,049;354,294;1285,583;1936,155;80,602;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_06_57;Yes;5,472;285,984;995,491;1294,755;1037,061;226,474;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_07_27;Yes;45,789;4238,049;354,294;1285,583;1936,155;80,602;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_07_45;Yes;4,301;289,924;968,927;1295,021;1037,958;220,431;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_google_gemma-4-31B-it_20260717_10_08_06;Yes;4,65;289,957;974,121;1294,942;1037,965;221,612;Yes;Yes;No;
;;;;;;;;;;;
auto / Qwen Qwen3.6-35B-A3B;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_48_13;Yes;4,303;290,347;970,332;1295,021;1038,054;220,75;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_49_20;Yes;70,531;197,597;767,779;1279,954;1016,953;174,669;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_51_27;Yes;4,305;290,346;970,344;1295,02;1038,054;220,753;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_53_12;Yes;2,723;269,06;789,229;1295,38;1033,211;179,549;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_54_41;No;-;-;-;-;-;-;No;No;No;No circles found
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_10_56_12;No;-;-;-;-;-;-;No;No;No;"vision_ok is false; no circle detected"
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_00_35;Yes;4,435;290,4;972,48;1294,991;1038,066;221,239;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_01_45;Yes;0,57;292,509;956,737;1295,87;1038,546;217,657;Yes;Yes;Yes;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_06_54;Yes;-0,234;270,712;817,463;1296,053;1033,587;185,973;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_auto_Qwen_Qwen3.6-35B-A3B_20260731_11_09_30;Yes;4,308;290,353;970,361;1295,02;1038,055;220,757;Yes;Yes;No;
;;;;;;;;;;;
novita / MiniMaxAI MiniMax-M3;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_10_55_47;Yes;17,412;325,68;3362,633;1292,038;1046,092;764,998;Yes;No;No;Outside ±6 px tolerance: y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_10_56_58;Yes;4,429;289,963;971,033;1294,992;1037,967;220,91;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_10_58_23;Yes;4,428;289,974;971,052;1294,992;1037,969;220,914;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_00_13;Yes;-96,207;1696,857;681,937;1317,887;1358,035;155,14;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_MiniMaxAI_MiniMax-M3_20260707_11_02_45;Yes;2,588;278,588;812,349;1295,411;1035,379;184,809;Yes;No;No;Outside ±6 px tolerance: r_px
;;;;;;;;;;;
novita / moonshotai Kimi-K2.5;;;;;;;;;;;
File name;vision_ok;x;y;r;x_px;y_px;r_px;Detected;Succeeded;Many results;Failure cause
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_22_52;Yes;4,471;290,111;968,1;1294,983;1038;220,242;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_24_10;Yes;0,411;266,261;815,436;1295,906;1032,574;185,511;Yes;No;No;Outside ±6 px tolerance: r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_25_28;Yes;4,657;290,386;975,563;1294,94;1038,063;221,94;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_27_37;Yes;-44,672;425,871;3235,985;1306,163;1068,885;736,185;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_30_35;Yes;4,471;290,085;968,089;1294,983;1037,994;220,24;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_32_04;Yes;4,657;290,386;975,563;1294,94;1038,063;221,94;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_33_34;Yes;-59,874;458,457;3045,447;1309,621;1076,299;692,838;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_35_54;Yes;-45,469;424,274;3236,612;1306,344;1068,522;736,328;Yes;No;No;Outside ±6 px tolerance: x_px, y_px, r_px
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_36_46;Yes;4,303;290,346;970,33;1295,021;1038,054;220,75;Yes;Yes;No;
new models/vacuum_gripper/new prompt_1/full_specs/vacuum_gripper_huggingface_novita_moonshotai_Kimi-K2.5_20260731_10_38_31;Yes;-26,209;283,209;991,368;1301,962;1036,43;225,536;Yes;No;No;Outside ±6 px tolerance: x_px
